user_id	level
43874766	2
38908767	2
275669627	2
25434375	2
312823775	2
19012724	2
20119589	2
15093646	2
52562872	2
19028636	2
97775442	2
218284799	2
16867094	2
37941591	2
18046656	2
537157519	2
15136935	2
1420881	2
15281177	2
137869628	2
61282273	2
86814032	2
45874204	2
312125259	2
163094277	2
19077924	2
22997357	2
9866932	2
23158764	2
16700045	2
12448492	2
173289190	2
355153439	2
50348380	2
19431540	2
258690768	2
363754241	2
296799526	2
9351632	2
20166728	2
47719555	2
97532053	2
19611703	2
49698134	2
56726587	2
278739912	2
361386716	2
15721112	2
21081138	2
18464266	2
198754723	2
29093729	2
33137879	2
235324440	2
21318607	2
2042451	2
84141320	2
16934115	2
379552030	2
35951547	2
80499569	2
17171379	2
8866342	2
208328895	2
20656726	2
19815811	2
248918865	2
401638876	2
22627458	2
122799173	2
19805496	2
189361103	2
114035637	2
18458212	2
34655880	2
284270657	2
278796771	2
404900118	2
19612537	2
153412567	2
15670648	2
18088917	2
26513934	2
348785437	2
14134667	2
23261745	2
266955982	2
50371464	2
162068890	2
259619714	2
181156620	2
142386204	2
14132437	2
277861124	2
272118158	2
21064149	2
304069793	2
491007732	2
30483525	2
61580063	2
11612102	2
424538258	2
453145196	2
286420239	2
20209531	2
119207398	2
272948669	2
27661120	2
12194912	2
24198737	2
19555695	2
17072231	2
19691185	2
246568848	2
34087771	2
136692757	2
105788703	2
474613227	2
16565064	2
8792052	2
23170485	2
411904972	2
18469528	2
17059769	2
15017820	2
189986982	2
166219963	2
8014602	2
191014653	2
14124590	2
209707917	2
37449341	2
271508607	2
392178434	2
30953483	2
41557725	2
25103206	2
36714522	2
121533471	2
226670322	2
211293927	2
88839256	2
225333204	2
36466016	2
195767548	2
2409881	2
15639558	2
18585823	2
29150181	2
548129215	2
52124253	2
327613441	2
95222471	2
271070341	2
336049934	2
677603	2
16536201	2
18615317	2
18643022	2
16041830	2
11527072	2
32484848	2
290063661	2
18313141	2
153119209	2
601177348	2
26122639	2
16232470	2
17814325	2
112122483	2
177292689	2
3210141	2
10790612	2
533743672	2
28515928	2
348264616	2
39184757	2
54689961	2
65765314	2
11246242	2
19533564	2
396837565	2
12040652	2
19663876	2
85072747	2
584219601	2
68277771	2
16496947	2
272464358	2
23458756	2
14787747	2
18650159	2
61603529	2
25727402	2
104342107	2
303480767	2
76392970	2
169472184	2
398897775	2
236153115	2
242564359	2
19080937	2
546232173	2
42473868	2
48048222	2
51570539	2
19719380	2
179546580	2
15711730	2
218172452	2
37222728	2
35718768	2
364424823	2
15247916	2
13573332	2
21254004	2
533376439	2
115164471	2
26818986	2
48573475	2
94366606	2
236032053	2
20171220	2
57652284	2
18683964	2
23268056	2
147797364	2
25706893	2
518508044	2
203455506	2
215635414	2
384146596	2
16130949	2
63871166	2
278940186	2
552727086	2
335388923	2
27242307	2
21762137	2
237898387	2
14186393	2
20319147	2
576757002	2
173175302	2
55672380	2
9244632	2
391918949	2
32581723	2
26549550	2
317911771	2
14171975	2
287377609	2
38851847	2
20475362	2
280327286	2
177425386	2
19967929	2
231987300	2
197049738	2
35305426	2
381884821	2
430314379	2
52052319	2
33155165	2
189283021	2
485132444	2
175583330	2
36716095	2
87779521	2
29572089	2
31743105	2
105901108	2
606794070	2
277789854	2
16348028	2
17949773	2
60782321	2
581363469	2
81854259	2
29526343	2
260045178	2
99379480	2
16097988	2
48212242	2
63063973	2
14832897	2
47776907	2
40510106	2
54436863	2
518902553	2
273380887	2
118953812	2
355938960	2
15791066	2
34439547	2
516668595	2
235786212	2
246315111	2
186909752	2
12189642	2
170427372	2
51340540	2
17354643	2
44415994	2
1433881	2
47074286	2
319684805	2
312392938	2
532814715	2
72428964	2
46404775	2
189940639	2
35091177	2
122721582	2
527092182	2
19957088	2
27798097	2
26343005	2
322944409	2
103602707	2
23828851	2
14614835	2
31123364	2
49321795	2
26618468	2
289461078	2
266135401	2
22144393	2
223722180	2
241484531	2
528551765	2
28764153	2
86999650	2
207176209	2
18060563	2
19463952	2
18150955	2
20741132	2
128032675	2
17830234	2
414483984	2
114933393	2
18216818	2
17251178	2
437585095	2
173973998	2
413735163	2
511251041	2
322115862	2
568395904	2
14945446	2
509171700	2
234797704	2
15741208	2
52253562	2
35500749	2
33514853	2
29583357	2
33833335	2
461310068	2
18073937	2
19739126	2
145793411	2
19084896	2
275870482	2
44122342	2
15334475	2
52893716	2
20809073	2
49065780	2
17593260	2
353439863	2
111641591	2
13268622	2
354114392	2
62329117	2
251123540	2
20827285	2
41445718	2
323580004	2
79880658	2
3477571	2
15504450	2
14677769	2
34033430	2
309984165	2
83184176	2
281482400	2
18257561	2
284716581	2
14265024	2
307888500	2
284588688	2
55354897	2
81898376	2
19778900	2
220094336	2
585774833	2
339211273	2
6757422	2
540257303	2
8512722	2
29283267	2
111326633	2
214324754	2
399123429	2
338594583	2
21293089	2
91153769	2
49811085	2
53242025	2
165891353	2
382403899	2
345985168	2
113199229	2
28283571	2
262261502	2
234084938	2
477982218	2
15295263	2
23845798	2
471678034	2
537883815	2
16801829	2
107198673	2
7797322	2
24205430	2
395648936	2
22639117	2
87229571	2
53386111	2
101748330	2
16104526	2
40069846	2
143133216	2
22978319	2
14445498	2
260114490	2
27675185	2
49783038	2
14163245	2
57096208	2
27793328	2
44061289	2
14870670	2
500617123	2
152954687	2
117174578	2
563876590	2
15089542	2
34008369	2
30858810	2
249751068	2
145841214	2
439049326	2
356353116	2
223696093	2
55393798	2
47199132	2
343809119	2
107925646	2
262444445	2
48739980	2
207007249	2
45979577	2
83932732	2
35300655	2
143551661	2
486205577	2
14622305	2
23676236	2
22935063	2
234024969	2
296925880	2
401170839	2
570278430	2
25449503	2
14299986	2
406742382	2
6185862	2
575766234	2
253197600	2
395381519	2
348869003	2
385805190	2
528674810	2
18426491	2
49360961	2
19959699	2
247342016	2
410779724	2
106935933	2
50827256	2
406826123	2
15138735	2
389187737	2
12797152	2
242616737	2
27893521	2
162361594	2
553628816	2
33738830	2
15120886	2
195494033	2
48549422	2
338577075	2
38388466	2
50761618	2
259046424	2
460630391	2
467079637	2
279235189	2
14369640	2
544675593	2
264638925	2
208916726	2
37345358	2
112605904	2
391647130	2
310063273	2
150712648	2
126855714	2
17739134	2
14171305	2
71458410	2
354760031	2
20123695	2
87007279	2
36735770	2
15244132	2
273088891	2
351711499	2
82560485	2
23773826	2
367363567	2
472598920	2
160360903	2
413157835	2
35974460	2
242482057	2
21765990	2
102518974	2
179165645	2
35639161	2
20194752	2
100262023	2
236992367	2
92750588	2
16934822	2
127079496	2
30380109	2
319790871	2
81461503	2
125218451	2
15716044	2
63431610	2
416419059	2
64595180	2
15172140	2
96335743	2
25548165	2
473206187	2
17777458	2
332455633	2
14068794	2
24402129	2
25857217	2
430932872	2
224612921	2
33972168	2
39347994	2
294756022	2
112236965	2
515178151	2
19034397	2
160312547	2
349491277	2
54769822	2
33658246	2
89081091	2
14936174	2
211939351	2
170921975	2
27528743	2
15740256	2
40427840	2
28770809	2
26540841	2
17424501	2
16133240	2
144667253	2
22513566	2
526645243	2
28611914	2
11279652	2
342303673	2
75367781	2
26298125	2
193679486	2
110537890	2
234919345	2
15722411	2
26087989	2
474464413	2
323760925	2
15079053	2
17522884	2
67765647	2
88076545	2
21601501	2
24454752	2
49034152	2
28273713	2
373965319	2
327586633	2
45019911	2
368733790	2
38438912	2
16696943	2
198945680	2
486970639	2
369249722	2
531806071	2
262680340	2
23272075	2
350491907	2
111098853	2
22153518	2
305816067	2
11112572	2
410096653	2
23148563	2
25514627	2
567238403	2
13133692	2
54788626	2
385024579	2
324073939	2
454554949	2
43224244	2
20435808	2
242138896	2
45395460	2
27017563	2
64744352	2
20015911	2
497220569	2
19024010	2
61944215	2
429747849	2
15474242	2
435118170	2
169042638	2
21064976	2
14314075	2
241259220	2
270989618	2
109606765	2
584457949	2
326511663	2
246157559	2
34963475	2
20574476	2
17527727	2
28037722	2
182275115	2
131905976	2
87376873	2
21874267	2
467756080	2
12861302	2
478803821	2
179584016	2
32741498	2
70213243	2
49225265	2
134870838	2
365243679	2
90995107	2
18767135	2
169790214	2
14421539	2
18828497	2
407230590	2
78177848	2
26006398	2
554281449	2
60383856	2
152015394	2
246082925	2
37104266	2
18253040	2
18255761	2
67139823	2
319954406	2
17749671	2
49038070	2
274688909	2
64836863	2
19208619	2
79262776	2
411192162	2
153968289	2
587664362	2
23518189	2
16284470	2
523439793	2
174055540	2
404814107	2
37283562	2
596734648	2
155445975	2
113832263	2
380540597	2
292427403	2
54802174	2
95582418	2
433730553	2
15906605	2
19671465	2
20188153	2
508006873	2
40818079	2
39539620	2
124367618	2
18037344	2
20489688	2
179916444	2
44682276	2
64267017	2
193539474	2
40108993	2
252942164	2
22501608	2
58386503	2
313849267	2
344265900	2
484018496	2
115814293	2
340744633	2
42144884	2
19518203	2
329153922	2
39518916	2
9564802	2
161070930	2
52197775	2
12521542	2
65837560	2
423561145	2
420526790	2
366737145	2
17944029	2
344775705	2
114756202	2
68486911	2
340063328	2
16041893	2
30958308	2
18169037	2
233557728	2
16252261	2
172920948	2
277333874	2
395679981	2
761154	2
21905882	2
93679001	2
9858322	2
87518903	2
485391105	2
72904561	2
18543609	2
32995184	2
10148612	2
14679644	2
276718178	2
20248319	2
16113426	2
25506932	2
69589705	2
158955723	2
517911880	2
253348688	2
77222453	2
67408245	2
24723092	2
15247277	2
24540361	2
260949369	2
59307047	2
100310564	2
25017027	2
25554480	2
145342818	2
585237013	2
372799328	2
74284094	2
123251101	2
467057124	2
242947397	2
411200358	2
485373368	2
14811366	2
93300250	2
13028602	2
434282327	2
49435857	2
24953477	2
41807880	2
231622383	2
40406454	2
28024932	2
16312042	2
225347393	2
211895782	2
580546410	2
20982962	2
117111219	2
308441542	2
34393912	2
16328231	2
38822876	2
49605375	2
393305723	2
253586700	2
216294014	2
95936734	2
24410266	2
350989238	2
17461963	2
51802287	2
81499633	2
28205442	2
167753505	2
340593820	2
33923227	2
40384155	2
62226480	2
37270324	2
36598171	2
133100000	2
141641311	2
15892339	2
400878909	2
317731956	2
214937047	2
19043342	2
18851008	2
7726032	2
482827412	2
353738046	2
191429654	2
120545229	2
157391871	2
108686283	2
334751665	2
14893702	2
17072150	2
185436532	2
260432421	2
72977273	2
472192971	2
15808765	2
18678732	2
304951829	2
17491154	2
16547450	2
115082648	2
94295500	2
21276198	2
31527045	2
565552351	2
12272322	2
29361759	2
15012679	2
136371581	2
31444989	2
68458378	2
14254208	2
20772094	2
129532360	2
25083297	2
23499876	2
301815482	2
218597827	2
21943561	2
58680001	2
470306945	2
35443612	2
330183675	2
111120271	2
65707960	2
437998132	2
22918389	2
17012858	2
55229970	2
225066068	2
69822036	2
1325	2
374518634	2
272825882	2
19468435	2
21611368	2
600984208	2
124398931	2
17340590	2
45257185	2
119828491	2
134835918	2
175144553	2
31429201	2
51077083	2
104920337	2
175506834	2
22696928	2
33788615	2
128232827	2
228827247	2
15344580	2
73712662	2
25914154	2
93866191	2
17314051	2
391513649	2
220222372	2
41740651	2
43535582	2
83739832	2
24591291	2
18530815	2
275496316	2
19766608	2
14068137	2
21713693	2
27472734	2
141294384	2
55088717	2
81827249	2
14266637	2
27074971	2
34279982	2
246604142	2
210932456	2
335775717	2
214923109	2
16192173	2
545583802	2
342479660	2
259955209	2
50105915	2
153531504	2
592305750	2
16651594	2
214355918	2
77332490	2
382401368	2
162255806	2
388961405	2
22729823	2
36716296	2
374549560	2
119212658	2
44153291	2
13845302	2
27026325	2
54393375	2
269970961	2
465753533	2
41966080	2
425365700	2
202864919	2
160570778	2
64164263	2
249160121	2
409998666	2
247572214	2
35244520	2
88252794	2
475108755	2
207742712	2
336380681	2
304801233	2
247045010	2
126381334	2
29221344	2
314382068	2
357761992	2
175981148	2
312858567	2
38528558	2
6541762	2
475298308	2
85920828	2
12447012	2
454318672	2
109709417	2
24229787	2
79448128	2
40250800	2
320174982	2
157469210	2
90224458	2
291909526	2
204943192	2
35026894	2
36397811	2
389641703	2
329872127	2
41462876	2
306140534	2
34651078	2
172074710	2
259396781	2
47156842	2
549703684	2
90356323	2
173675251	2
24899910	2
191840734	2
195597627	2
383548812	2
263236736	2
358987293	2
151488880	2
17991250	2
93150164	2
179504755	2
236323288	2
54889318	2
224016248	2
209909309	2
129699097	2
256613166	2
14323791	2
10748932	2
211852949	2
27660598	2
19940791	2
440345252	2
20802807	2
237466046	2
16975464	2
128947263	2
107172480	2
34734611	2
239480099	2
185464131	2
64829162	2
18982396	2
42648069	2
16035425	2
23014702	2
520483036	2
109285954	2
308854494	2
130277077	2
33248018	2
16542261	2
58510722	2
1591401	2
339312080	2
94165248	2
119245234	2
341146231	2
16168119	2
156278578	2
32781131	2
29771859	2
30037607	2
15837626	2
63049673	2
15793440	2
31301415	2
315092355	2
197275341	2
201130894	2
128877272	2
36610369	2
169365318	2
15221612	2
456287291	2
236265892	2
285080671	2
121220890	2
431023014	2
80653307	2
201356888	2
156282180	2
87830601	2
137271958	2
187687339	2
28690225	2
36883066	2
498615186	2
18873112	2
31830665	2
268199886	2
19891675	2
12134692	2
518726487	2
242629075	2
412556677	2
100151298	2
96091513	2
557437894	2
322440052	2
16455037	2
216259147	2
45923894	2
21430553	2
14967833	2
65644122	2
38968250	2
26338284	2
18244281	2
256963303	2
19979740	2
95558779	2
205807689	2
172528161	2
257544360	2
16480833	2
282547570	2
19644592	2
18800449	2
18969069	2
14197383	2
573514879	2
205459690	2
19355561	2
22396101	2
21433170	2
276106512	2
263780425	2
165274878	2
83855509	2
14301461	2
15687659	2
557305675	2
24475346	2
283284972	2
391578153	2
100790573	2
21481258	2
261864436	2
267482265	2
17712943	2
21679845	2
264344284	2
556996018	2
81934630	2
76738046	2
17435003	2
266995887	2
445597751	2
14552612	2
48110283	2
190311715	2
33013455	2
333416837	2
19935173	2
391160102	2
95041654	2
312793042	2
67496206	2
18837362	2
539743867	2
162379238	2
78488220	2
408227084	2
130293459	2
278203368	2
114000480	2
22458006	2
570224930	2
82375422	2
143664889	2
253648422	2
66236070	2
292117595	2
22488705	2
211461749	2
32530935	2
21875394	2
93295647	2
271934509	2
107774790	2
275147089	2
227852823	2
357375502	2
11093892	2
239050704	2
64823810	2
68394144	2
16192637	2
499830632	2
14774059	2
473555988	2
417238437	2
70594149	2
20790123	2
20410669	2
52409334	2
15808218	2
47732218	2
425550722	2
19952863	2
14572947	2
189043589	2
467999972	2
201896283	2
73160548	2
17446188	2
232734402	2
205815791	2
246519658	2
23558265	2
512797012	2
22214126	2
19662718	2
387929776	2
287771752	2
82867291	2
30000286	2
198807371	2
39422143	2
314786172	2
505822396	2
17351088	2
17244450	2
77039411	2
250841745	2
19164547	2
18135491	2
293155755	2
196280955	2
194524479	2
9528852	2
27917133	2
9912742	2
86196428	2
107094747	2
19023659	2
21922224	2
323952339	2
15674244	2
156363528	2
252705519	2
353462318	2
52079057	2
6859152	2
380562155	2
331002056	2
177609935	2
434792592	2
47851589	2
76258555	2
380482082	2
27100919	2
18031463	2
10626042	2
18693598	2
248438259	2
144427780	2
227699941	2
472688220	2
21579733	2
163628773	2
275209511	2
18624647	2
16981579	2
178949394	2
392792440	2
138150971	2
18863927	2
23702106	2
264655509	2
19755301	2
16790183	2
25756641	2
45946939	2
16089159	2
21103106	2
35852640	2
61762853	2
177246867	2
22664524	2
20862426	2
17870763	2
191367894	2
44531752	2
129879105	2
201822371	2
37049965	2
16869039	2
183437638	2
150702810	2
31603074	2
240401764	2
99547588	2
15976579	2
43988964	2
11864732	2
19769901	2
140192829	2
332283455	2
23817727	2
23399721	2
33773069	2
19709921	2
299753262	2
62207541	2
240430436	2
49048066	2
322069362	2
24150447	2
330373665	2
120277096	2
41789786	2
165925292	2
240601114	2
557433786	2
393246584	2
62915518	2
129024774	2
115276825	2
19248247	2
14745490	2
20769514	2
66991057	2
33612176	2
62595184	2
22143372	2
31602376	2
374901847	2
19632039	2
50379436	2
169245937	2
59250222	2
17651063	2
84956872	2
151330094	2
33078215	2
153146222	2
35925709	2
335586066	2
255379514	2
522879744	2
26034761	2
22204106	2
258244695	2
280813297	2
442234612	2
394212913	2
177038853	2
578525346	2
135302285	2
19802846	2
31600023	2
48343186	2
86190202	2
306575877	2
23442490	2
116271255	2
74018590	2
363464153	2
108963617	2
103710561	2
25283374	2
78788534	2
219322906	2
15552407	2
294171176	2
243337461	2
17394650	2
15362821	2
542897875	2
475703741	2
186704588	2
317672385	2
275081385	2
70978838	2
469563516	2
200068082	2
26154615	2
369560257	2
21420439	2
24979234	2
374675413	2
394143244	2
33963487	2
258730883	2
24657314	2
71861377	2
123940995	2
589180506	2
425000970	2
88826088	2
335500760	2
328721689	2
257415838	2
16067121	2
42383092	2
285914816	2
65276411	2
212777836	2
20370616	2
263696381	2
15486460	2
68427880	2
22602838	2
222344122	2
113664932	2
230249435	2
274237327	2
56692339	2
22324383	2
326883660	2
178763791	2
128861826	2
39699281	2
66496637	2
145853649	2
415116912	2
26792675	2
43403895	2
22870101	2
501910165	2
279696512	2
199222420	2
394847398	2
19351604	2
19090651	2
53721815	2
232271991	2
311615942	2
195177805	2
461006247	2
325765615	2
207389278	2
178275321	2
569532484	2
33987695	2
41013559	2
17885987	2
29465575	2
98167356	2
69188477	2
15381137	2
93936445	2
28277522	2
488358990	2
589054358	2
45867599	2
44891895	2
28712157	2
238780437	2
109339833	2
37877645	2
91181033	2
574791455	2
340379615	2
234974541	2
303555472	2
156253889	2
16187766	2
429205076	2
60371061	2
274814006	2
278110774	2
20321361	2
82508258	2
9275032	2
381667858	2
20277918	2
28869795	2
38690560	2
74098284	2
256944274	2
370267578	2
362013168	2
17989924	2
368422391	2
107243293	2
45835943	2
35467828	2
487785009	2
566710240	2
98003205	2
48259257	2
258022782	2
409785954	2
567506850	2
380106846	2
18240837	2
57223523	2
3308031	2
23005476	2
465639708	2
415618099	2
50577927	2
140242324	2
18028855	2
594471129	2
20184638	2
183007573	2
472526247	2
481715159	2
14809126	2
235051605	2
383519697	2
17815031	2
118948833	2
382232249	2
23724323	2
108651633	2
123021308	2
19867195	2
31544618	2
189586186	2
606419594	2
348670616	2
227447216	2
41762361	2
182209906	2
30291618	2
329223816	2
266179894	2
34642256	2
333806031	2
230587096	2
41771883	2
256530483	2
524627919	2
10540862	2
49487601	2
249137464	2
30813215	2
158080123	2
364286742	2
114869899	2
8186972	2
22583085	2
46903085	2
290157413	2
15370031	2
197298478	2
437346512	2
150124074	2
17934133	2
92706628	2
283698094	2
116003607	2
238724039	2
149283816	2
253429291	2
451777354	2
122087408	2
259965539	2
19748298	2
10345	2
168395597	2
462104897	2
175803208	2
16490218	2
101349719	2
12434192	2
24105475	2
112811266	2
332790090	2
56004404	2
17631851	2
186628402	2
371260801	2
34104439	2
185733309	2
217574712	2
8615592	2
15843172	2
453148823	2
65884137	2
47710456	2
325510283	2
45257830	2
16944887	2
178253215	2
102183152	2
51943869	2
437648384	2
268823697	2
176555636	2
404432705	2
326284906	2
188607488	2
53402152	2
10215562	2
44889652	2
342929733	2
565584542	2
10959452	2
285681923	2
30891225	2
353572400	2
221603449	2
249728747	2
40113966	2
26153177	2
358188781	2
74742965	2
164898058	2
14163456	2
67430135	2
101676301	2
79867465	2
29215916	2
450048977	2
110272672	2
277715607	2
239518070	2
55209895	2
239123519	2
20088318	2
25362463	2
15261077	2
134847759	2
339443926	2
36741542	2
21092137	2
596458534	2
43826396	2
280727207	2
487894738	2
370342400	2
19776650	2
489730054	2
204843616	2
16871096	2
21890143	2
18777155	2
30442252	2
40724211	2
16733670	2
29767327	2
148530762	2
17432531	2
372430728	2
121438739	2
32556315	2
388954807	2
35321274	2
251874301	2
400050174	2
257832545	2
7155172	2
233057913	2
23859334	2
44016808	2
191320966	2
493736168	2
389250926	2
384652059	2
24838317	2
15731837	2
20101575	2
14701530	2
355059613	2
42060296	2
50828945	2
317845293	2
240788870	2
32416942	2
106146673	2
308635565	2
405003072	2
170327116	2
18613970	2
525811458	2
43030906	2
295281183	2
15741645	2
17785113	2
164387106	2
344775198	2
159446723	2
70292965	2
110023782	2
335473582	2
348060527	2
338547166	2
260479308	2
237926856	2
258422541	2
15092872	2
330564612	2
256301185	2
21707139	2
88976164	2
107115739	2
237770636	2
23521699	2
64429987	2
26596727	2
303936447	2
228791076	2
328229382	2
333504114	2
327798242	2
256079093	2
11702412	2
347002303	2
178810553	2
227455930	2
39660906	2
50228468	2
132223041	2
24516569	2
25702314	2
100330676	2
109025212	2
541575082	2
42486505	2
22876454	2
172183225	2
45286378	2
238228922	2
19385866	2
48692230	2
249726335	2
63749707	2
287922171	2
23789790	2
353583757	2
84119348	2
152029157	2
486268016	2
72173742	2
428615830	2
445894686	2
15350894	2
28637914	2
90490354	2
8055812	2
15923226	2
455037005	2
72874723	2
15679965	2
68491036	2
16993112	2
31611298	2
20085985	2
13783982	2
64184612	2
467997356	2
52222584	2
205420257	2
8370082	2
42312056	2
21122520	2
230021295	2
78569026	2
14513611	2
15638572	2
22656089	2
183210427	2
15222923	2
35567361	2
26564529	2
16949226	2
14210778	2
245814310	2
18419572	2
13193442	2
48958567	2
137740635	2
27923036	2
53918422	2
21968799	2
349472523	2
15444920	2
30499752	2
131068203	2
23639069	2
32733	2
248777133	2
197403649	2
24053369	2
150789896	2
37820118	2
18732735	2
45697640	2
320017780	2
14747061	2
41738438	2
20709918	2
154705761	2
10078662	2
339866204	2
17389145	2
25858887	2
19853264	2
487500899	2
18000664	2
459856914	2
115890259	2
20647839	2
265837438	2
27883370	2
47038164	2
25229955	2
272678916	2
178062281	2
44355797	2
266259877	2
191929372	2
189896354	2
45390271	2
16893996	2
54738724	2
180829914	2
177843305	2
190009737	2
43585133	2
113399137	2
125180447	2
233823901	2
384690088	2
397748945	2
18686636	2
89110248	2
7491772	2
31800076	2
257001205	2
64257043	2
30506231	2
364309601	2
17468642	2
77439357	2
14276218	2
23427407	2
14902100	2
15185462	2
25732909	2
58113946	2
66698953	2
34093273	2
167382982	2
18743854	2
16423953	2
455162875	2
293112530	2
325676906	2
35506213	2
312561956	2
34903105	2
383179549	2
17343896	2
17830132	2
312406512	2
18126373	2
114570841	2
76000210	2
169414510	2
22080404	2
398030184	2
192482564	2
19728422	2
162223762	2
71245831	2
212051483	2
62584903	2
236380446	2
22855302	2
72955505	2
37759047	2
130368147	2
72989927	2
17304984	2
221959938	2
24571568	2
45357919	2
355016334	2
224430873	2
99015568	2
61208587	2
285856646	2
534419025	2
21444191	2
8212522	2
76034850	2
233850617	2
117373718	2
28445480	2
33997843	2
355253319	2
239800374	2
482059296	2
20490732	2
19264790	2
47685512	2
286001822	2
339253942	2
292408515	2
234899486	2
16883630	2
259649074	2
44143714	2
308347922	2
202225783	2
40275956	2
16468224	2
217600655	2
582389591	2
407013776	2
28161618	2
44062346	2
329980124	2
45974685	2
448387121	2
58028934	2
212886150	2
240765365	2
14204513	2
23859390	2
21401886	2
58478957	2
309148280	2
19609871	2
9376622	2
236192328	2
210125669	2
15814757	2
253336998	2
180823028	2
18299073	2
20957491	2
21707592	2
34966987	2
25446308	2
157708257	2
138483678	2
15839394	2
16064242	2
254186356	2
133484445	2
347026486	2
115471279	2
27948062	2
299027259	2
139882629	2
20776147	2
19623550	2
26528766	2
29494193	2
49033526	2
402954191	2
508740797	2
339330699	2
485783045	2
81833007	2
386541602	2
24730069	2
206799726	2
41475471	2
61677779	2
23081609	2
526678083	2
121537837	2
380544746	2
28052437	2
456815880	2
498478590	2
454100672	2
312648429	2
23037480	2
548710758	2
277501298	2
482637659	2
28417331	2
13444232	2
202759857	2
16336478	2
325080123	2
38905794	2
16445796	2
15786716	2
18659187	2
22875103	2
79872185	2
41864446	2
8006412	2
18070479	2
526960836	2
28174836	2
61113285	2
18122925	2
16981405	2
15727317	2
528056415	2
207353432	2
584440752	2
12871952	2
472464382	2
70813633	2
235718672	2
100920952	2
104842225	2
17872692	2
102358681	2
17910303	2
45998531	2
17004368	2
502117277	2
17370140	2
44678417	2
20245040	2
464961604	2
474345841	2
125441928	2
121647295	2
44193508	2
23066831	2
22522667	2
38488477	2
21536937	2
15274194	2
230239857	2
42937124	2
8861262	2
53073049	2
256064163	2
15907720	2
126401277	2
36125837	2
17290902	2
36677403	2
14363494	2
33718153	2
78204783	2
28213321	2
430364646	2
14597351	2
16826577	2
257684875	2
17345021	2
16788000	2
21936474	2
19099160	2
587560733	2
70215330	2
41394169	2
97393455	2
275654840	2
61358302	2
197519095	2
27446693	2
60623970	2
583976297	2
16739711	2
188028809	2
7848352	2
231205626	2
24914494	2
93619279	2
25742720	2
25701043	2
230069337	2
213667956	2
9562092	2
64086297	2
258961053	2
18719642	2
34838520	2
15112496	2
14690460	2
13900042	2
243768451	2
399543450	2
81765738	2
36895789	2
21444089	2
24196684	2
34080819	2
27077578	2
353155284	2
14189166	2
168738131	2
14614786	2
484821421	2
